"Convex"|"Convex"|"20536673"|"11620600"
"Linear"|"Concave"|"20536674"|"11620602"
"Linear"|"Concave"|"20536675"|"11620605"
"Linear"|"Linear"|"20536676"|"11620675"
"Linear"|"Linear"|"20536677"|"11620707"
"Linear"|"Linear"|"20536678"|"11620709"
"Linear"|"Linear"|"20536679"|"11620711"
"Linear"|"Concave"|"20536680"|"11620713"
"Linear"|"Concave"|"20536681"|"11620692"
"Linear"|"Concave"|"20536682"|"11620696"
"Linear"|"Linear"|"20536683"|"11620698"
"Linear"|"Linear"|"20536684"|"11620700"
"Linear"|"Concave"|"20536685"|"11620702"
"Linear"|"Concave"|"20536686"|"11620705"
"Linear"|"Linear"|"20536687"|"11620678"
"Convex"|"Convex"|"20536688"|"11620680"
"Convex"|"Convex"|"20536689"|"11620682"
"Linear"|"Convex"|"20536690"|"11620684"
"Linear"|"Concave"|"20536691"|"11620687"
"Linear"|"Linear"|"20536692"|"11620690"
"Linear"|"Concave"|"20536693"|"11620469"
"Linear"|"Concave"|"20536694"|"11620500"
"Linear"|"Concave"|"20536695"|"11620502"
"Linear"|"Concave"|"20536696"|"11620511"
"Linear"|"Concave"|"20536697"|"11620512"
"Linear"|"Concave"|"20536698"|"11620513"
"Convex"|"Concave"|"20536699"|"11620579"
"Linear"|"Concave"|"20536700"|"11620588"
"Linear"|"Concave"|"20536701"|"11620615"
"Linear"|"Concave"|"20536702"|"11620620"
"Convex"|"Concave"|"20536703"|"11620549"
"Convex"|"Concave"|"20536704"|"11620550"
"Linear"|"Concave"|"20536705"|"11620559"
"Linear"|"Concave"|"20536706"|"11620562"
"Linear"|"Concave"|"20536707"|"11620565"
"Convex"|"Concave"|"20536708"|"11620576"
"Linear"|"Concave"|"20536709"|"11620521"
"Convex"|"Convex"|"20536710"|"11620536"
"Convex"|"Convex"|"20536711"|"11620539"
"Convex"|"Convex"|"20536712"|"11620542"
"Convex"|"Convex"|"20536713"|"11620545"
"Convex"|"Convex"|"20536714"|"11620548"
"Linear"|"Concave"|"20536715"|"11620522"
"Convex"|"Concave"|"20536716"|"11620577"
"Convex"|"Concave"|"20536717"|"11620580"
"Linear"|"Concave"|"20536718"|"11620589"
"Convex"|"Convex"|"20536719"|"11620641"
"Linear"|"Convex"|"20536719"|"11620642"
"Convex"|"Linear"|"20536719"|"11620643"
"Linear"|"Convex"|"20536720"|"11620644"
"Concave"|"Concave"|"20536721"|"11620645"
"Concave"|"Linear"|"20536721"|"11620646"
"Concave"|"Concave"|"20536722"|"11620647"
"Linear"|"Concave"|"20536722"|"11620648"
"Concave"|"Concave"|"20536723"|"11620649"
"Concave"|"Linear"|"20536723"|"11620650"
"Convex"|"Convex"|"20536724"|"11620651"
"Convex"|"Linear"|"20536724"|"11620652"
"Linear"|"Linear"|"20536725"|"11620661"
"Convex"|"Convex"|"20536726"|"11620663"
"Convex"|"Linear"|"20536726"|"11620664"
"Linear"|"Linear"|"20536726"|"11620665"
"Concave"|"Concave"|"20536727"|"11620666"
"Concave"|"Linear"|"20536727"|"11620667"
"Concave"|"Concave"|"20536728"|"11620668"
"Linear"|"Concave"|"20536728"|"11620669"
"Convex"|"Convex"|"20536729"|"11620670"
"Linear"|"Convex"|"20536729"|"11620671"
"Convex"|"Linear"|"20536729"|"11620672"
"Linear"|"Convex"|"20536730"|"11620673"
"Linear"|"Linear"|"20536731"|"11620653"
"Concave"|"Concave"|"20536732"|"11620654"
"Linear"|"Concave"|"20536732"|"11620655"
"Linear"|"Linear"|"20536733"|"11620656"
"Linear"|"Linear"|"20536734"|"11620657"
"Concave"|"Concave"|"20536735"|"11620658"
"Linear"|"Concave"|"20536735"|"11620659"
"Linear"|"Linear"|"20536736"|"11620660"
"Convex"|"Convex"|"20536743"|"11620662"
"Linear"|"Concave"|"20536765"|"11620603"
"Linear"|"Concave"|"20536766"|"11620606"
"Linear"|"Concave"|"20536771"|"11620714"
"Linear"|"Concave"|"20536776"|"11620703"
"Linear"|"Concave"|"20536781"|"11620688"
"Linear"|"Concave"|"20536783"|"11620693"
