"mixed"|"13896575"|"10841624"
"mixed"|"13896578"|"10841625"
"mixed"|"13896585"|"10841626"
"mixed"|"13896592"|"10841627"
"mixed"|"13896597"|"10841628"
"mixed"|"13896605"|"10841629"
"mixed"|"13896607"|"10841630"
"mixed"|"13896615"|"10841631"
"mixed"|"13896622"|"10841632"
"mixed"|"13896625"|"10841633"
"mixed"|"13896636"|"10841634"
"illitic"|"13896639"|"10841635"
"illitic"|"13896643"|"10841636"
"mixed"|"13896647"|"10841637"
"mixed"|"13896653"|"10841638"
"mixed"|"13896659"|"10841639"
"illitic"|"13896663"|"10841640"
"illitic"|"13896667"|"10841641"
"mixed"|"13896676"|"10841642"
"mixed"|"13896678"|"10841643"
"mixed"|"13896683"|"10841644"
"mixed"|"13896690"|"10841645"
"mixed"|"13896693"|"10841646"
"mixed"|"13896700"|"10841647"
"mixed"|"13896706"|"10841648"
"mixed"|"13896708"|"10841649"
"mixed"|"13896714"|"10841650"
"illitic"|"13896719"|"10841651"
"illitic"|"13896725"|"10841652"
"mixed"|"13896733"|"10841653"
"mixed"|"13896735"|"10841654"
"mixed"|"13896743"|"10841655"
"mixed"|"13896745"|"10841656"
"mixed"|"13896752"|"10841657"
"mixed"|"13896758"|"10841658"
"mixed"|"13896763"|"10841659"
"mixed"|"13896768"|"10841660"
"mixed"|"13896774"|"10841661"
"mixed"|"13896779"|"10841662"
"mixed"|"13896783"|"10841663"
"mixed"|"13896790"|"10841664"
"mixed"|"13896796"|"10841665"
"mixed"|"13896798"|"10841666"
"mixed"|"13896804"|"10841667"
"mixed"|"13896810"|"10841668"
"illitic"|"13896814"|"10841669"
"illitic"|"13896820"|"10841670"
"mixed"|"13896822"|"10841671"
"mixed"|"13896829"|"10841672"
"mixed"|"13896836"|"10841673"
"mixed"|"13896838"|"10841674"
"mixed"|"13896843"|"10841675"
"mixed"|"13896850"|"10841676"
"mixed"|"13896853"|"10841677"
"mixed"|"13896861"|"10841678"
"mixed"|"13896862"|"10841679"
"mixed"|"13896868"|"10841680"
"mixed"|"13896875"|"10841681"
"mixed"|"13896879"|"10841682"
"mixed"|"13896885"|"10841683"
"mixed"|"13896891"|"10841684"
"mixed"|"13896894"|"10841685"
"mixed"|"13896899"|"10841686"
"mixed"|"13896906"|"10841687"
"mixed"|"13896909"|"10841688"
"mixed"|"13896916"|"10841689"
"mixed"|"13896923"|"10841690"
"mixed"|"13896929"|"10841691"
"mixed"|"13896936"|"10841692"
"mixed"|"13896943"|"10841693"
"illitic"|"13896944"|"10841694"
"illitic"|"13896951"|"10841695"
"mixed"|"13896956"|"10841696"
"mixed"|"13896959"|"10841697"
"mixed"|"13896967"|"10841698"
"mixed"|"13896973"|"10841699"
"mixed"|"13896975"|"10841700"
"mixed"|"13896982"|"10841701"
"mixed"|"13896989"|"10841702"
"mixed"|"13896992"|"10841703"
"mixed"|"13896999"|"10841704"
"mixed"|"13897001"|"10841705"
"mixed"|"13897002"|"10841706"
"mixed"|"13897003"|"10841707"
"mixed"|"13897004"|"10841708"
"mixed"|"13897005"|"10841709"
"mixed"|"13897006"|"10841710"
"mixed"|"13897007"|"10841711"
"mixed"|"13897008"|"10841712"
"mixed"|"13897009"|"10841713"
"mixed"|"13897010"|"10841714"
"mixed"|"13897011"|"10841715"
"mixed"|"13897012"|"10841716"
"mixed"|"13897013"|"10841717"
"mixed"|"13897014"|"10841718"
"mixed"|"13897015"|"10841719"
"mixed"|"13897016"|"10841720"
"mixed"|"13897017"|"10841721"
"mixed"|"13897019"|"10841722"
"mixed"|"13897026"|"10841723"
"mixed"|"13897032"|"10841724"
"mixed"|"13897035"|"10841725"
"mixed"|"13897040"|"10841726"
"mixed"|"13897047"|"10841727"
"mixed"|"13897059"|"10841728"
"mixed"|"13897062"|"10841729"
"mixed"|"13897068"|"10841730"
"mixed"|"13897083"|"10841731"
"mixed"|"13897086"|"10841732"
"mixed"|"13897092"|"10841733"
"mixed"|"13897099"|"10841734"
"mixed"|"13897100"|"10841735"
"mixed"|"13897107"|"10841736"
"mixed"|"13897113"|"10841737"
"mixed"|"13897115"|"10841738"
"mixed"|"13897121"|"10841739"
"mixed"|"13897123"|"10841740"
"mixed"|"13897124"|"10841741"
"mixed"|"13897125"|"10841742"
"mixed"|"13897126"|"10841743"
"mixed"|"13897127"|"10841744"
"mixed"|"13897128"|"10841745"
"siliceous"|"13897129"|"10841746"
"mixed"|"13897130"|"10841747"
"mixed"|"13897131"|"10841748"
"mixed"|"13897132"|"10841749"
"mixed"|"13897133"|"10841750"
"mixed"|"13897134"|"10841751"
"siliceous"|"13897135"|"10841752"
"mixed"|"13897136"|"10841753"
"mixed"|"13897137"|"10841754"
"mixed"|"13897138"|"10841755"
"mixed"|"13897139"|"10841756"
"mixed"|"13897140"|"10841757"
"mixed"|"13897141"|"10841758"
"mixed"|"13897142"|"10841759"
"mixed"|"13897143"|"10841760"
"mixed"|"13897145"|"10841761"
"mixed"|"13897146"|"10841762"
"mixed"|"13897147"|"10841763"
"mixed"|"13897148"|"10841764"
"mixed"|"13897149"|"10841765"
"mixed"|"13897150"|"10841766"
"mixed"|"13897151"|"10841767"
"mixed"|"13897152"|"10841768"
"mixed"|"13897153"|"10841769"
"mixed"|"13897154"|"10841770"
"mixed"|"13897155"|"10841771"
"mixed"|"13897156"|"10841772"
"mixed"|"13897157"|"10841773"
"mixed"|"13897158"|"10841774"
"mixed"|"13897159"|"10841775"
"mixed"|"13897160"|"10841776"
"mixed"|"13897161"|"10841777"
