"GM"|No |"39878361"|"75535621"
"GW"|No |"39878361"|"75535622"
"SM"|No |"39878361"|"75535623"
"SW"|No |"39878361"|"75535624"
"GW-GM"|Yes|"39878362"|"75535625"
"GM"|No |"39878362"|"75535626"
"GW"|No |"39878362"|"75535627"
"SM"|No |"39878362"|"75535628"
"SW"|No |"39878362"|"75535629"
"GC-GM"|Yes|"39878363"|"75535630"
"GM"|No |"39878363"|"75535631"
"SM"|No |"39878363"|"75535632"
"ML"|No |"39878363"|"75535633"
"GM"|No |"39878364"|"75535634"
"ML"|Yes|"39878364"|"75535635"
"SM"|No |"39878364"|"75535636"
"GM"|No |"39878365"|"75535637"
"ML"|Yes|"39878365"|"75535638"
"SM"|No |"39878365"|"75535639"
"GC-GM"|Yes|"39878366"|"75535640"
"GM"|No |"39878366"|"75535641"
"SM"|No |"39878366"|"75535642"
"ML"|No |"39878366"|"75535643"
"GW-GM"|Yes|"39878367"|"75535644"
"GM"|No |"39878367"|"75535645"
"GW"|No |"39878367"|"75535646"
"SM"|No |"39878367"|"75535647"
"SW"|No |"39878367"|"75535648"
"GC-GM"|Yes|"39878368"|"75535649"
"GM"|No |"39878368"|"75535650"
"ML"|No |"39878368"|"75535651"
"SM"|No |"39878368"|"75535652"
"GM"|Yes|"39878369"|"75535653"
"ML"|No |"39878369"|"75535654"
"SM"|No |"39878369"|"75535655"
"GM"|Yes|"39878370"|"75535656"
"ML"|No |"39878370"|"75535657"
"SM"|No |"39878370"|"75535658"
"GW-GM"|Yes|"39878371"|"75535659"
"GW"|No |"39878371"|"75535660"
"SM"|No |"39878371"|"75535661"
"GM"|No |"39878371"|"75535662"
"SW"|No |"39878371"|"75535663"
"GW-GM"|Yes|"39878372"|"75535664"
"GM"|No |"39878372"|"75535665"
"GW"|No |"39878372"|"75535666"
"SM"|No |"39878372"|"75535667"
"SW"|No |"39878372"|"75535668"
"GM"|No |"39878373"|"75535669"
"ML"|No |"39878373"|"75535670"
"SM"|No |"39878373"|"75535671"
"GC-GM"|Yes|"39878373"|"75535672"
"GM"|Yes|"39878374"|"75535673"
"ML"|No |"39878374"|"75535674"
"SM"|No |"39878374"|"75535675"
"GM"|Yes|"39878375"|"75535676"
"ML"|No |"39878375"|"75535677"
"SM"|No |"39878375"|"75535678"
"SC-SM"|Yes|"39878376"|"75535679"
"ML"|No |"39878376"|"75535680"
"CL"|No |"39878376"|"75535681"
"GC"|No |"39878376"|"75535682"
"GM"|No |"39878376"|"75535683"
"CL"|No |"39878377"|"75535684"
"MH"|No |"39878377"|"75535685"
"ML"|Yes|"39878377"|"75535686"
"CL"|Yes|"39878378"|"75535687"
"ML"|No |"39878379"|"75535688"
"CL"|No |"39878379"|"75535689"
"GC"|No |"39878379"|"75535690"
"GM"|No |"39878379"|"75535691"
"SC-SM"|Yes|"39878379"|"75535692"
"CL"|No |"39878380"|"75535693"
"MH"|No |"39878380"|"75535694"
"ML"|Yes|"39878380"|"75535695"
"CL"|Yes|"39878381"|"75535696"
"CL"|Yes|"39878382"|"75535697"
"CL-ML"|No |"39878382"|"75535698"
"ML"|No |"39878382"|"75535699"
"SC-SM"|No |"39878382"|"75535700"
"SM"|No |"39878382"|"75535701"
"CL"|No |"39878383"|"75535702"
"CL-ML"|Yes|"39878383"|"75535703"
"ML"|No |"39878383"|"75535704"
"SC-SM"|No |"39878383"|"75535705"
"CL"|Yes|"39878384"|"75535706"
"CL-ML"|No |"39878384"|"75535707"
"CL"|Yes|"39878385"|"75535708"
"CL-ML"|No |"39878385"|"75535709"
"ML"|No |"39878385"|"75535710"
"SM"|No |"39878385"|"75535711"
"CL-ML"|No |"39878386"|"75535712"
"ML"|No |"39878386"|"75535713"
"SC-SM"|No |"39878386"|"75535714"
"SM"|No |"39878386"|"75535715"
"CL"|No |"39878387"|"75535716"
"CL-ML"|No |"39878387"|"75535717"
"ML"|No |"39878387"|"75535718"
"SC-SM"|No |"39878387"|"75535719"
"CL"|No |"39878388"|"75535720"
"CL-ML"|No |"39878388"|"75535721"
"CL"|No |"39878389"|"75535722"
"CL-ML"|No |"39878389"|"75535723"
"ML"|No |"39878389"|"75535724"
"SM"|No |"39878389"|"75535725"
"CL-ML"|No |"39878390"|"75535726"
"GM"|No |"39878390"|"75535727"
"ML"|No |"39878390"|"75535728"
"SM"|No |"39878390"|"75535729"
"GC"|Yes|"39878390"|"75535730"
"CL"|Yes|"39878391"|"75535731"
"CL-ML"|No |"39878391"|"75535732"
"ML"|No |"39878391"|"75535733"
"SC-SM"|No |"39878391"|"75535734"
"SM"|No |"39878391"|"75535735"
"CL"|No |"39878392"|"75535736"
"CL-ML"|Yes|"39878392"|"75535737"
"ML"|No |"39878392"|"75535738"
"SC-SM"|No |"39878392"|"75535739"
"CL"|Yes|"39878393"|"75535740"
"CL-ML"|No |"39878393"|"75535741"
"SM"|Yes|"39878394"|"75535742"
"SM"|Yes|"39878395"|"75535743"
"SM"|Yes|"39878396"|"75535744"
"SM"|Yes|"39878397"|"75535745"
"SM"|Yes|"39878398"|"75535746"
"SM"|Yes|"39878399"|"75535747"
"SM"|Yes|"39878400"|"75535748"
"SP-SM"|No |"39878400"|"75535749"
"SW"|No |"39878400"|"75535750"
"SW-SM"|No |"39878400"|"75535751"
"SM"|Yes|"39878401"|"75535752"
"SP-SM"|No |"39878401"|"75535753"
"SW-SM"|No |"39878401"|"75535754"
"SM"|Yes|"39878402"|"75535755"
"SW"|No |"39878402"|"75535756"
"SP"|No |"39878402"|"75535757"
"SP-SM"|No |"39878402"|"75535758"
"SW-SM"|No |"39878402"|"75535759"
"CL"|Yes|"39878403"|"75535760"
"CL-ML"|No |"39878403"|"75535761"
"CL"|Yes|"39878404"|"75535762"
"CL-ML"|No |"39878404"|"75535763"
"CL"|Yes|"39878405"|"75535764"
"CL-ML"|No |"39878405"|"75535765"
"CL"|Yes|"39878406"|"75535766"
"CL-ML"|No |"39878406"|"75535767"
"CL"|Yes|"39878407"|"75535768"
"CL-ML"|No |"39878407"|"75535769"
"CL"|Yes|"39878408"|"75535770"
"CL-ML"|No |"39878408"|"75535771"
"CL"|Yes|"39878409"|"75535772"
"CL-ML"|No |"39878409"|"75535773"
"CL"|Yes|"39878410"|"75535774"
"CL-ML"|No |"39878410"|"75535775"
"CL"|Yes|"39878411"|"75535776"
"CL-ML"|No |"39878411"|"75535777"
"CL"|Yes|"39878412"|"75535778"
"CL-ML"|No |"39878412"|"75535779"
"SM"|Yes|"39878413"|"75535780"
"ML"|No |"39878414"|"75535781"
"SM"|Yes|"39878414"|"75535782"
"SM"|Yes|"39878415"|"75535783"
"SM"|Yes|"39878416"|"75535784"
"SM"|Yes|"39878417"|"75535785"
"SM"|Yes|"39878418"|"75535786"
"ML"|No |"39878418"|"75535787"
"GM"|Yes|"39878419"|"75535788"
"GM"|Yes|"39878420"|"75535789"
"ML"|No |"39878420"|"75535790"
"SM"|No |"39878420"|"75535791"
