"H2"||"H"||2||20|||135|||||0|0|0|0|0|0|100|100|100|96|100|100|80|95|100|70|90|95|0|5.3|45||0.2|||0.3|||0.6|||1.7|||2.5||0|44.7|65|||||||35|50|60||||0|1.5|3||||1.4|1.58|1.75|||||1.8|||0|0|0|0.12|0.15|0.17|||||34.6|||29.7|||38||3|4.5|5.9|45|55|65|20|25|30|13|26|35|".49"|".49"|0|0|1|0|0|0|0|0|0|0|0|0|9.6|23|36|||||||5.1|6.5|7.8|||||||||||||||||||||||||||||||||"13896639"|"39878324"
"H3"||"H"||3||135|||165|||||0|0|0|0|0|0|100|100|100|96|100|100|80|95|100|70|90|95|0|5.3|45||0.2|||0.3|||0.6|||1.7|||2.5||0|44.7|65|||||||27|50|60||||0|0.5|1||||1.4|1.45|1.5|||||1.65|||0|0|0|0.13|0.15|0.17|||||33.7|||27.8|||43||3|4.5|5.9|45|55|65|20|25|30|13|26|35|".49"|".49"|0|1|15|0|0|0|0|0|0|0|0|0|7.6|17.5|24.2|||||||6.6|7.5|8.4|||||||||||||||||||||||||||||||||"13896639"|"39878325"
"H1"||"H"||1||0|||10|||||0|0|0|0|0|0|100|100|100|96|100|100|85|95|100|65|90|95|0|18.6|20||1.3|||2|||2.9|||5.9|||6.5||40|44.4|65|||||||27|37|40||||3|7|11||||1.35|1.45|1.55|||||1.65|||1.4|7.7|14|0.17|0.19|0.21|||||38|||30.1|||40||3|4.5|5.9|40|52.5|65|10|17.5|25|6|20|31|".49"|".49"|0|0|0|0|0|0|0|0|0|0|0|0|17.1|27.1|37.1|||||||4.5|5.5|6.5|||||||||||||||||||||||||||||||||"13896643"|"39878326"
"H2"||"H"||2||10|||114|||||0|0|0|0|0|0|100|100|100|96|100|100|80|95|100|70|90|95|0|5.3|45||0.2|||0.3|||0.6|||1.7|||2.5||0|44.7|65|||||||35|50|60||||0|1.5|3||||1.4|1.58|1.75|||||1.8|||0|0|0|0.12|0.15|0.17|||||34.6|||29.7|||38||3|4.5|5.9|45|55|65|20|25|30|13|26|35|".49"|".49"|0|0|1|0|0|0|0|0|0|0|0|0|9.6|23|36|||||||5.1|6.5|7.8|||||||||||||||||||||||||||||||||"13896643"|"39878327"
"H3"||"H"||3||114|||165|||||0|0|0|0|0|0|100|100|100|96|100|100|80|95|100|70|90|95|0|5.3|45||0.2|||0.3|||0.6|||1.7|||2.5||0|44.7|65|||||||27|50|60||||0|0.5|1||||1.4|1.45|1.5|||||1.65|||0|0|0|0.13|0.15|0.17|||||33.7|||27.8|||43||3|4.5|5.9|45|55|65|20|25|30|13|26|35|".49"|".49"|0|1|15|0|0|0|0|0|0|0|0|0|7.6|17.5|24.2|||||||6.6|7.5|8.4|||||||||||||||||||||||||||||||||"13896643"|"39878328"
"H1"||"H"||1||0|||23|||||0|0|0|0|0|0|96|100|100|95|100|100|75|95|100|45|80|90|0|11.2|32||0.1|||0.4|||0.9|||3.3|||6.5||50|66.8|80|||||||0|22|27||||4|9.5|15||||1.2|1.3|1.4|||||1.36|||1.4|2.7|4|0.19|0.2|0.2|||||34.4|||22.7|||44||0|1.5|2.9|20|30|40|5|10|15|0|6|14|".49"|".49"|0|0|0|0|0|0|0|0|0|0|0|0|0|12.2|15|||||||6.1|7|7.8|||||||||||||||||||||||||||||||||"13896647"|"39878329"
"H2"||"H"||2||23|||94|||||0|0|0|0|0|0|96|100|100|95|100|100|75|95|100|45|80|95|0|11.2|82||0.1|||0.4|||0.9|||3.3|||6.5||0|66.8|80|||||||18|22|35||||0|1.5|3||||1.2|1.3|1.4|||||1.36|||1.4|2.7|4|0.19|0.2|0.2|||||28.4|||13.2|||48||0|1.5|2.9|20|30|40|5|10|15|0|6|16|".49"|".49"|0|0|0|0|0|0|0|0|0|0|0|0|9.1|11.9|18.9|||||||6.1|7|7.8|||||||||||||||||||||||||||||||||"13896647"|"39878330"
"H3"||"H"||3||94|||152|||||0|0|0|0|0|0|96|100|100|95|100|100|75|95|100|45|80|95|0|11.2|82||0.1|||0.4|||0.9|||3.3|||6.5||0|66.8|80|||||||18|22|60||||0|0.5|1||||1.15|1.28|1.4|||||1.34|||1.4|2.7|4|0.19|0.2|0.21|||||27.4|||11.8|||49||0|1.5|2.9|20|25|30|3|6.5|10|0|3|9|".49"|".49"|0|0|0|0|0|0|0|0|0|0|0|0|9.1|11.7|31.7|||||||7.4|7.9|8.4|||||||||||||||||||||||||||||||||"13896647"|"39878331"
"H1"||"H"||1||0|||23|||||0|0|0|0|0|0|96|100|100|95|100|100|75|95|100|45|80|90|0|11.2|32||0.1|||0.4|||0.9|||3.3|||6.5||50|66.8|80|||||||0|22|27||||10|15|20||||1|1.13|1.25|||||1.18|||4|9|14|0.25|0.33|0.4|||||35.8|||25.4|||49||0|1.5|2.9|35|45|55|5|10|15|0|10|18|".49"|".49"|0|0|0|0|0|0|0|0|0|0|0|0|26.1|40.2|47.5|||||||5.6|6.7|7.8|||||||||||||||||||||||||||||||||"13896653"|"39878332"
"H2"||"H"||2||23|||94|||||0|0|0|0|0|0|96|100|100|95|100|100|75|95|100|45|80|95|0|11.2|82||0.1|||0.4|||0.9|||3.3|||6.5||0|66.8|80|||||||18|22|35||||0|1.5|3||||1.2|1.3|1.4|||||1.36|||1.4|2.7|4|0.19|0.2|0.2|||||28.4|||13.2|||48||0|1.5|2.9|20|30|40|5|10|15|0|6|16|".49"|".49"|0|0|0|0|0|0|0|0|0|0|0|0|9.1|11.9|18.9|||||||6.1|7|7.8|||||||||||||||||||||||||||||||||"13896653"|"39878333"
