"Very channery"|"80365510"|"21895892"
"Channery"|"80365551"|"21895138"
"Channery"|"80365583"|"21895207"
"Channery"|"80365585"|"21895215"
"Very channery"|"80365592"|"21895223"
"Channery"|"80365717"|"21895148"
"Channery"|"80365726"|"21895188"
"Very gravelly"|"80365744"|"21895239"
"Channery"|"80365758"|"21895534"
"Flaggy"|"80365785"|"21895993"
"Very channery"|"80365801"|"21895955"
"Gravelly"|"80365844"|"21895124"
"Channery"|"80365883"|"21895185"
"Channery"|"80365885"|"21895194"
"Very channery"|"80365926"|"21895566"
"Extremely channery"|"80365967"|"21894946"
"Very gravelly"|"80365976"|"21894954"
"Gravelly"|"80365978"|"21894962"
"Gravelly"|"80366003"|"21895122"
"Very channery"|"80366017"|"21895159"
"Channery"|"80366035"|"21895203"
"Channery"|"80366076"|"21895573"
"Very channery"|"80366092"|"21895984"
"Very channery"|"80366094"|"21895986"
"Channery"|"80366103"|"21895948"
"Very channery"|"80366112"|"21895968"
"Channery"|"80366187"|"21895019"
"Channery"|"80366196"|"21895050"
"Channery"|"80366262"|"21895649"
"Gravelly"|"80366355"|"21895041"
"Extremely channery"|"80366371"|"21896048"
"Channery"|"80366394"|"21895631"
"Channery"|"80366421"|"21895460"
"Very channery"|"80366428"|"21895479"
"Gravelly"|"80366505"|"21895064"
"Extremely flaggy"|"80366528"|"21896112"
"Extremely channery"|"80366544"|"21895651"
"Channery"|"80366560"|"21895455"
"Extremely channery"|"80366580"|"21895502"
"Channery"|"80366628"|"21895005"
"Channery"|"80366637"|"21895009"
"Channery"|"80366714"|"21895635"
"Very channery"|"80366721"|"21895255"
"Channery"|"80366762"|"21895857"
"Channery"|"80366794"|"21895346"
"Very channery"|"80366796"|"21895360"
"Channery"|"80366823"|"21895283"
"Very channery"|"80366828"|"21895303"
"Channery"|"80366896"|"21895322"
"Channery"|"80366898"|"21895336"
"Channery"|"80366912"|"21896010"
"Channery"|"80366930"|"21895484"
"Channery"|"80366989"|"21896032"
"Channery"|"80365024"|"21895700"
"Channery"|"80365026"|"21895702"
"Channery"|"80365031"|"21895714"
"Flaggy"|"80365042"|"21895742"
"Channery"|"80365065"|"21895901"
"Very channery"|"80365090"|"21895836"
"Very channery"|"80365099"|"21895872"
"Channery"|"80365101"|"21895874"
"Channery"|"80365106"|"21895089"
"Gravelly"|"80365126"|"21895391"
"Channery"|"80365142"|"21895684"
"Channery"|"80365165"|"21895719"
"Gravelly"|"80365249"|"21895088"
"Channery"|"80365276"|"21895669"
"Channery"|"80365308"|"21895731"
"Very flaggy"|"80365326"|"21895783"
"Gravelly"|"80365340"|"21895928"
"Channery"|"80365344"|"21895396"
"Channery"|"80365444"|"21895721"
"Channery"|"80365451"|"21895743"
"Very channery"|"80365458"|"21895764"
"Very flaggy"|"80365467"|"21895789"
"Gravelly"|"80365476"|"21895919"
"Very channery"|"80365499"|"21895850"
"Channery"|"80365558"|"21895150"
"Channery"|"80365601"|"21895513"
"Very channery"|"80365608"|"21895531"
"Channery"|"80365619"|"21895564"
"Channery"|"80365658"|"21895964"
"Very gravelly"|"80365694"|"21895117"
"Flaggy"|"80365776"|"21895591"
"Channery"|"80365778"|"21895593"
"Very gravelly"|"80365826"|"21894950"
"Channery"|"80365858"|"21895139"
"Channery"|"80365867"|"21895157"
"Very gravelly"|"80365901"|"21895237"
"Extremely gravelly"|"80365903"|"21895244"
"Channery"|"80365912"|"21895528"
"Flaggy"|"80365917"|"21895540"
"Channery"|"80365962"|"21894940"
"Fine gravelly"|"80365992"|"21895099"
"Gravelly"|"80365994"|"21895101"
"Channery"|"80366019"|"21895169"
"Very flaggy"|"80366060"|"21895527"
"Channery"|"80366110"|"21895959"
"Very channery"|"80366160"|"21894989"
"Channery"|"80366185"|"21895018"
"Very channery"|"80364972"|"21895082"
"Channery"|"80364988"|"21895380"
"Very channery"|"80365019"|"21895441"
"Very flaggy"|"80365038"|"21895729"
"Very channery"|"80365069"|"21895916"
"Extremely channery"|"80365085"|"21895821"
"Mucky"|"80365121"|"21895388"
"Channery"|"80365137"|"21895677"
"Very channery"|"80365138"|"21895678"
"Very flaggy"|"80365170"|"21895735"
"Channery"|"80365189"|"21895906"
"Channery"|"80365202"|"21895404"
"Extremely channery"|"80365221"|"21895865"
"Extremely channery"|"80365222"|"21895866"
"Very channery"|"80365237"|"21895459"
"Channery"|"80365272"|"21895661"
"Channery"|"80365286"|"21895420"
"Very channery"|"80365287"|"21895421"
"Channery"|"80365304"|"21895717"
"Gravelly"|"80365339"|"21895924"
"Channery"|"80365353"|"21895825"
"Channery"|"80365423"|"21895419"
"Channery"|"80365440"|"21895707"
"Very channery"|"80365455"|"21895757"
"Channery"|"80365456"|"21895759"
"Channery"|"80365503"|"21895869"
"Channery"|"80365506"|"21895877"
"Channery"|"80365556"|"21895143"
"Channery"|"80365622"|"21895570"
"Channery"|"80365623"|"21895571"
"Channery"|"80365638"|"21895989"
"Very channery"|"80365639"|"21895991"
"Very channery"|"80365888"|"21895204"
"Very channery"|"80365904"|"21895509"
"Channery"|"80365907"|"21895518"
"Channery"|"80365923"|"21895560"
"Channery"|"80365924"|"21895561"
"Channery"|"80365938"|"21895974"
"Very flaggy"|"80365941"|"21895988"
"Channery"|"80366040"|"21895226"
"Channery"|"80366041"|"21895227"
"Channery"|"80366055"|"21895516"
"Gravelly"|"80366141"|"21894967"
"Gravelly"|"80366142"|"21894968"
"Very channery"|"80366172"|"21894997"
"Channery"|"80366373"|"21896063"
"Very channery"|"80366374"|"21896064"
"Channery"|"80366406"|"21895258"
|"80366407"|"21895259"
"Channery"|"80366408"|"21895260"
"Gravelly"|"80366459"|"21894994"
"Channery"|"80366473"|"21895011"
"Channery"|"80366492"|"21895051"
"Very gravelly"|"80366506"|"21895072"
"Extremely channery"|"80366525"|"21896101"
"Channery"|"80366659"|"21895052"
"Very gravelly"|"80366675"|"21895062"
"Channery"|"80366691"|"21896062"
"Very channery"|"80366709"|"21895623"
"Very channery"|"80366757"|"21895504"
"Very channery"|"80366758"|"21895505"
"Extremely channery"|"80366759"|"21895506"
"Channery"|"80366793"|"21895345"
"Flaggy"|"80366808"|"21896014"
"Channery"|"80366809"|"21896015"
"Channery"|"80366810"|"21896016"
"Channery"|"80366841"|"21895348"
"Channery"|"80366842"|"21895350"
"Very flaggy"|"80366890"|"21895306"
"Extremely channery"|"80366893"|"21895319"
"Channery"|"80366894"|"21895320"
"Very channery"|"80366924"|"21895472"
"Channery"|"80366925"|"21895473"
"Very flaggy"|"80366991"|"21896037"
"Very channery"|"80364971"|"21895081"
"Very channery"|"80365002"|"21895664"
"Very flaggy"|"80365035"|"21895726"
"Very channery"|"80365037"|"21895728"
"Very channery"|"80365054"|"21895791"
"Channery"|"80365070"|"21895925"
"Channery"|"80365089"|"21895835"
"Gravelly"|"80365103"|"21895887"
"Channery"|"80365104"|"21895888"
"Flaggy"|"80365169"|"21895734"
"Channery"|"80365303"|"21895709"
"Channery"|"80365319"|"21895763"
"Channery"|"80365321"|"21895768"
"Flaggy"|"80365322"|"21895769"
"Channery"|"80365354"|"21895828"
"Channery"|"80365373"|"21895444"
"Parachannery"|"80365420"|"21895686"
"Channery"|"80365436"|"21895696"
"Channery"|"80365439"|"21895704"
"Gravelly"|"80365472"|"21895904"
"Extremely channery"|"80365473"|"21895909"
"Channery"|"80365487"|"21895408"
"Very channery"|"80365539"|"21895129"
"Channery"|"80365587"|"21895220"
"Channery"|"80365606"|"21895524"
"Very channery"|"80365607"|"21895529"
"Channery"|"80365755"|"21895522"
"Very channery"|"80365874"|"21895175"
"Channery"|"80365890"|"21895208"
"Channery"|"80365922"|"21895556"
"Very channery"|"80365939"|"21895979"
"Channery"|"80365957"|"21895961"
"Channery"|"80365958"|"21895963"
"Very channery"|"80366038"|"21895222"
"Very channery"|"80366039"|"21895225"
"Channery"|"80366058"|"21895525"
"Channery"|"80366075"|"21895572"
"Channery"|"80366088"|"21895970"
"Channery"|"80366090"|"21895971"
"Channery"|"80366108"|"21895957"
"Channery"|"80366124"|"21894937"
"Very channery"|"80366173"|"21894998"
"Very gravelly"|"80366190"|"21895036"
"Channery"|"80366222"|"21895654"
"Channery"|"80366223"|"21895656"
"Extremely flaggy"|"80366239"|"21896085"
"Channery"|"80366257"|"21895637"
"Gravelly"|"80366340"|"21895026"
"Gravelly"|"80366357"|"21895043"
"Channery"|"80366389"|"21895620"
"Channery"|"80366423"|"21895469"
"Channery"|"80366476"|"21895021"
"Very channery"|"80366524"|"21896093"
"Very channery"|"80366526"|"21896103"
"Channery"|"80366540"|"21895641"
"Channery"|"80366558"|"21895281"
"Gravelly"|"80366593"|"21894956"
"Very channery"|"80366608"|"21894975"
"Gravelly"|"80366641"|"21895015"
"Gravelly"|"80366642"|"21895016"
"Very gravelly"|"80366658"|"21895046"
"Very channery"|"80366660"|"21895053"
"Extremely gravelly"|"80366673"|"21895059"
"Channery"|"80366693"|"21896069"
"Channery"|"80366710"|"21895625"
"Extremely channery"|"80366723"|"21895262"
"Channery"|"80366725"|"21895265"
"Very channery"|"80366726"|"21895266"
"Very channery"|"80366740"|"21895457"
"Channery"|"80366760"|"21895855"
"Gravelly"|"80366776"|"21895811"
"Very channery"|"80366824"|"21895292"
"Extremely channery"|"80366825"|"21895294"
"Extremely channery"|"80366827"|"21895301"
"Extremely channery"|"80366840"|"21895343"
"Very flaggy"|"80366857"|"21896022"
"Channery"|"80366858"|"21896024"
"Channery"|"80366891"|"21895307"
"Extremely channery"|"80366907"|"21895370"
"Extremely channery"|"80366910"|"21896008"
"Channery"|"80366959"|"21895295"
"Channery"|"80366974"|"21895356"
"Extremely channery"|"80366977"|"21895367"
"Channery"|"80365053"|"21895790"
"Very channery"|"80365072"|"21895926"
"Gravelly"|"80365086"|"21895832"
"Extremely channery"|"80365087"|"21895833"
"Very channery"|"80365136"|"21895667"
"Very channery"|"80365153"|"21895433"
"Very channery"|"80365154"|"21895434"
"Channery"|"80365155"|"21895693"
"Channery"|"80365171"|"21895745"
"Very channery"|"80365205"|"21895414"
"Channery"|"80365206"|"21895415"
"Gravelly"|"80365219"|"21895853"
"Channery"|"80365220"|"21895854"
"Gravelly"|"80365255"|"21895601"
"Very gravelly"|"80365256"|"21895603"
"Very flaggy"|"80365320"|"21895765"
"Very channery"|"80365337"|"21895918"
"Very channery"|"80365356"|"21895837"
"Channery"|"80365370"|"21895891"
"Channery"|"80365372"|"21895896"
"Channery"|"80365471"|"21895902"
"Very channery"|"80365489"|"21895413"
"Gravelly"|"80365504"|"21895870"
"Channery"|"80365538"|"21895127"
"Channery"|"80365604"|"21895519"
"Channery"|"80365620"|"21895565"
"Flaggy"|"80365637"|"21895982"
"Extremely channery"|"80365640"|"21895995"
"Channery"|"80365738"|"21895217"
"Channery"|"80365756"|"21895532"
"Channery"|"80365787"|"21895994"
"Parachannery"|"80365788"|"21895937"
"Very channery"|"80365789"|"21895938"
"Very channery"|"80365804"|"21895962"
"Very channery"|"80365871"|"21895165"
"Channery"|"80365872"|"21895167"
"Channery"|"80365873"|"21895173"
"Channery"|"80365906"|"21895514"
"Very channery"|"80365908"|"21895520"
"Channery"|"80365940"|"21895981"
"Very gravelly"|"80366005"|"21895132"
"Channery"|"80366008"|"21895140"
"Very channery"|"80366021"|"21895171"
"Flaggy"|"80366091"|"21895983"
"Very flaggy"|"80365044"|"21895753"
"Channery"|"80365045"|"21895754"
"Very channery"|"80365046"|"21895755"
"Gravelly"|"80365112"|"21895604"
"Very channery"|"80365114"|"21895385"
"Very gravelly"|"80365127"|"21895392"
"Extremely channery"|"80365162"|"21895706"
"Flaggy"|"80365178"|"21895761"
"Channery"|"80365279"|"21895676"
"Channery"|"80365294"|"21895443"
"Channery"|"80365295"|"21895691"
"Very flaggy"|"80365314"|"21895747"
"Channery"|"80365462"|"21895773"
"Channery"|"80365463"|"21895775"
"Channery"|"80365480"|"21895931"
"Gravelly"|"80365497"|"21895844"
"Very channery"|"80365578"|"21895192"
"Very gravelly"|"80365595"|"21895236"
"Channery"|"80365714"|"21895141"
"Channery"|"80365715"|"21895142"
"Channery"|"80365729"|"21895191"
"Channery"|"80365732"|"21895209"
"Channery"|"80365780"|"21895975"
"Channery"|"80365798"|"21895944"
"Very channery"|"80365931"|"21895580"
"Very channery"|"80365932"|"21895582"
"Very channery"|"80365966"|"21894944"
"Channery"|"80366016"|"21895158"
"Channery"|"80366032"|"21895200"
"Channery"|"80366033"|"21895201"
"Very gravelly"|"80366046"|"21895233"
"Very channery"|"80366250"|"21895614"
"Channery"|"80366283"|"21895453"
"Gravelly"|"80366334"|"21895013"
"Channery"|"80366364"|"21895076"
"Very channery"|"80366365"|"21895077"
"Channery"|"80366383"|"21896098"
"Very channery"|"80366384"|"21896099"
"Channery"|"80366398"|"21895643"
"Gravelly"|"80366451"|"21894980"
"Very channery"|"80366464"|"21895004"
"Very flaggy"|"80366516"|"21896061"
"Very channery"|"80366518"|"21896072"
"Channery"|"80366684"|"21895657"
"Very channery"|"80366698"|"21896089"
"Extremely channery"|"80366701"|"21896100"
"Channery"|"80366717"|"21895645"
"Channery"|"80366817"|"21895806"
"Extremely channery"|"80366833"|"21895318"
"Channery"|"80366851"|"21896003"
"Very channery"|"80366852"|"21896005"
"Channery"|"80366883"|"21895285"
"Very channery"|"80366884"|"21895286"
"Channery"|"80366885"|"21895287"
"Highly organic"|"80366885"|"21895288"
"Extremely channery"|"80366899"|"21895337"
"Extremely channery"|"80366900"|"21895338"
"Very flaggy"|"80366919"|"21896034"
"Gravelly"|"80366949"|"21895802"
"Channery"|"80366951"|"21895805"
"Extremely channery"|"80366982"|"21896006"
"Very channery"|"80365029"|"21895712"
"Channery"|"80365061"|"21895249"
"Very channery"|"80365063"|"21895899"
"Channery"|"80365079"|"21895410"
"Channery"|"80365194"|"21895922"
"Channery"|"80365195"|"21895933"
"Very channery"|"80365197"|"21895935"
"Channery"|"80365214"|"21895841"
"Gravelly"|"80365231"|"21895894"
"Channery"|"80365278"|"21895674"
"Very flaggy"|"80365311"|"21895738"
"Very channery"|"80365345"|"21895400"
"Channery"|"80365346"|"21895402"
"Very channery"|"80365363"|"21895863"
"Channery"|"80365397"|"21895384"
"Channery"|"80365398"|"21895611"
"Very channery"|"80365414"|"21895671"
"Channery"|"80365446"|"21895725"
"Channery"|"80365478"|"21895923"
"Gravelly"|"80365495"|"21895838"
"Channery"|"80365513"|"21895445"
"Very channery"|"80365565"|"21895166"
"Channery"|"80365581"|"21895199"
"Channery"|"80365612"|"21895541"
"Channery"|"80365613"|"21895547"
"Very channery"|"80365632"|"21895596"
"Very channery"|"80365645"|"21895941"
"Channery"|"80365647"|"21895942"
"Extremely gravelly"|"80365746"|"21895241"
"Channery"|"80365747"|"21895511"
"Channery"|"80365749"|"21895512"
"Very flaggy"|"80365763"|"21895545"
"Flaggy"|"80365782"|"21895977"
"Very gravelly"|"80365816"|"21894941"
"Very gravelly"|"80365829"|"21895104"
"Very channery"|"80365863"|"21895145"
"Very channery"|"80365866"|"21895155"
"Channery"|"80365880"|"21895179"
"Channery"|"80365882"|"21895183"
"Gravelly"|"80365980"|"21894965"
"Very gravelly"|"80366047"|"21895246"
"Very gravelly"|"80366049"|"21895248"
"Channery"|"80366064"|"21895539"
"Very channery"|"80366065"|"21895550"
"Very flaggy"|"80366080"|"21895585"
"Very channery"|"80366083"|"21895598"
"Extremely channery"|"80366230"|"21896057"
"Channery"|"80366233"|"21896067"
"Extremely gravelly"|"80366248"|"21895056"
"Very gravelly"|"80366349"|"21895033"
"Channery"|"80366381"|"21896096"
|"80366415"|"21895273"
"Channery"|"80366433"|"21895487"
"Very channery"|"80366515"|"21896059"
"Channery"|"80366650"|"21895031"
"Very channery"|"80366732"|"21895275"
"Gravelly"|"80366765"|"21895799"
"Very channery"|"80366785"|"21895311"
"Channery"|"80366799"|"21895363"
"Highly organic"|"80366802"|"21895377"
"Channery"|"80366802"|"21895378"
"Channery"|"80366934"|"21895492"
"Very channery"|"80366966"|"21895324"
"Extremely channery"|"80366967"|"21895326"
"Channery"|"80366984"|"21896013"
"Channery"|"80364979"|"21895093"
"Very channery"|"80364980"|"21895094"
"Channery"|"80365028"|"21895711"
"Very channery"|"80365047"|"21895766"
"Very channery"|"80365064"|"21895900"
"Channery"|"80365097"|"21895860"
"Channery"|"80365179"|"21895771"
"Channery"|"80365281"|"21895681"
"Gravelly"|"80365331"|"21895903"
"Channery"|"80365348"|"21895409"
"Very channery"|"80365362"|"21895861"
"Channery"|"80365396"|"21895383"
"Channery"|"80365411"|"21895665"
"Channery"|"80365412"|"21895668"
"Channery"|"80365430"|"21895435"
"Channery"|"80365431"|"21895436"
"Very flaggy"|"80365445"|"21895723"
"Extremely channery"|"80365479"|"21895929"
"Channery"|"80365548"|"21895136"
"Very channery"|"80365564"|"21895164"
"Channery"|"80365580"|"21895197"
"Very gravelly"|"80365596"|"21895243"
"Very gravelly"|"80365597"|"21895245"
"Very channery"|"80365629"|"21895587"
"Very channery"|"80365630"|"21895589"
"Very flaggy"|"80365631"|"21895594"
"Very channery"|"80365662"|"21894939"
"Channery"|"80365695"|"21895126"
"Channery"|"80365730"|"21895193"
"Gravelly"|"80365846"|"21895130"
"Very channery"|"80365864"|"21895151"
"Very gravelly"|"80365899"|"21895228"
"Flaggy"|"80365930"|"21895575"
"Very flaggy"|"80365933"|"21895588"
"Very channery"|"80366031"|"21895198"
"Channery"|"80366063"|"21895538"
"Gravelly"|"80366133"|"21894957"
"Very channery"|"80366231"|"21896066"
"Very channery"|"80366266"|"21895268"
"Gravelly"|"80366333"|"21895012"
"Channery"|"80366401"|"21895251"
"Channery"|"80366449"|"21894972"
"Channery"|"80366450"|"21894974"
"Channery"|"80366514"|"21896052"
"Very channery"|"80366533"|"21895622"
"Channery"|"80366617"|"21894987"
"Channery"|"80366699"|"21896092"
"Channery"|"80366750"|"21895483"
"Extremely channery"|"80366782"|"21895299"
"Channery"|"80366800"|"21895364"
"Very channery"|"80366815"|"21896029"
"Channery"|"80366816"|"21896030"
"Channery"|"80366849"|"21895996"
"Extremely channery"|"80366902"|"21895353"
"Very flaggy"|"80366915"|"21896019"
"Channery"|"80366916"|"21896020"
"Flaggy"|"80366918"|"21896033"
"Very channery"|"80366933"|"21895490"
"Channery"|"80366935"|"21895496"
"Channery"|"80366983"|"21896012"
"Gravelly"|"80364996"|"21895389"
"Channery"|"80365012"|"21895427"
"Very channery"|"80365027"|"21895710"
"Extremely channery"|"80365030"|"21895713"
"Very channery"|"80365062"|"21895898"
"Channery"|"80365094"|"21895849"
"Channery"|"80365096"|"21895859"
"Channery"|"80365147"|"21895423"
"Gravelly"|"80365196"|"21895934"
"Gravelly"|"80365211"|"21895827"
"Very channery"|"80365228"|"21895881"
"Gravelly"|"80365230"|"21895893"
"Very channery"|"80365244"|"21895084"
"Channery"|"80365245"|"21895086"
"Channery"|"80364973"|"21895083"
"Channery"|"80364989"|"21895381"
"Channery"|"80365014"|"21895428"
"Very channery"|"80365018"|"21895440"
"Channery"|"80365039"|"21895740"
"Very flaggy"|"80365050"|"21895777"
"Gravelly"|"80365084"|"21895820"
"Channery"|"80365116"|"21895610"
"Channery"|"80365175"|"21895760"
"Channery"|"80365182"|"21895772"
"Channery"|"80365184"|"21895785"
"Gravelly"|"80365198"|"21895936"
"Gravelly"|"80365225"|"21895878"
"Very channery"|"80365273"|"21895662"
"Channery"|"80365302"|"21895708"
"Channery"|"80365334"|"21895910"
"Extremely channery"|"80365368"|"21895882"
"Channery"|"80365434"|"21895690"
"Very channery"|"80365450"|"21895739"
"Extremely channery"|"80365491"|"21895822"
"Channery"|"80365502"|"21895864"
"Channery"|"80365507"|"21895883"
"Gravelly"|"80365534"|"21895118"
"Very channery"|"80365600"|"21895510"
"Very flaggy"|"80365627"|"21895581"
"Channery"|"80365652"|"21895953"
"Gravelly"|"80365661"|"21894933"
"Very channery"|"80365666"|"21894943"
"Channery"|"80365686"|"21895109"
"Channery"|"80365709"|"21895137"
"Channery"|"80365761"|"21895543"
"Flaggy"|"80365784"|"21895992"
"Extremely channery"|"80365800"|"21895954"
"Fine gravelly"|"80365811"|"21894930"
"Channery"|"80365818"|"21894948"
"Very gravelly"|"80365843"|"21895121"
"Channery"|"80365884"|"21895187"
"Extremely gravelly"|"80365900"|"21895235"
"Very gravelly"|"80365902"|"21895242"
"Channery"|"80365945"|"21895939"
"Channery"|"80365950"|"21895945"
"Fine gravelly"|"80365995"|"21895102"
"Very gravelly"|"80366045"|"21895232"
"Channery"|"80366054"|"21895515"
"Channery"|"80366068"|"21895553"
"Channery"|"80366084"|"21895599"
"Channery"|"80366170"|"21894995"
"Channery"|"80366195"|"21895049"
"Channery"|"80366263"|"21895650"
"Channery"|"80366286"|"21895454"
"Very gravelly"|"80366313"|"21894992"
"Channery"|"80366320"|"21895002"
"Channery"|"80366368"|"21895655"
"Very channery"|"80366370"|"21896047"
"Extremely channery"|"80366377"|"21896074"
"Very channery"|"80366388"|"21896116"
"Channery"|"80366411"|"21895263"
"Channery"|"80366413"|"21895271"
"Channery"|"80366436"|"21895499"
"Gravelly"|"80366452"|"21894982"
"Gravelly"|"80366504"|"21895061"
"Channery"|"80366522"|"21896088"
"Channery"|"80366536"|"21895630"
"Channery"|"80366554"|"21895269"
"Very channery"|"80366627"|"21895003"
"Channery"|"80366686"|"21896044"
"Channery"|"80366756"|"21895503"
"Channery"|"80366761"|"21895856"
"Gravelly"|"80366779"|"21895812"
"Extremely channery"|"80366797"|"21895361"
"Gravelly"|"80366863"|"21895797"
"Fine gravelly"|"80366870"|"21895803"
"Very channery"|"80366895"|"21895321"
"Extremely flaggy"|"80366897"|"21895335"
"Very channery"|"80366904"|"21895355"
"Channery"|"80366920"|"21896035"
"Very gravelly"|"80366956"|"21895814"
"Very channery"|"80366961"|"21895304"
"Extremely channery"|"80366970"|"21895340"
"Very channery"|"80366972"|"21895349"
"Very channery"|"80366981"|"21896004"
"Mucky"|"80364966"|"21895078"
"Channery"|"80364991"|"21895382"
"Channery"|"80365007"|"21895679"
"Channery"|"80365023"|"21895699"
"Channery"|"80365034"|"21895716"
"Channery"|"80365048"|"21895767"
"Very channery"|"80365066"|"21895913"
"Channery"|"80365068"|"21895915"
"Gravelly"|"80365082"|"21895818"
"Gravelly"|"80365093"|"21895848"
"Channery"|"80365207"|"21895416"
"Very channery"|"80365232"|"21895895"
"Channery"|"80365291"|"21895430"
"Channery"|"80365293"|"21895437"
"Channery"|"80365309"|"21895733"
"Very channery"|"80365316"|"21895751"
"Channery"|"80365325"|"21895781"
"Channery"|"80365352"|"21895823"
"Gravelly"|"80365366"|"21895875"
"Very channery"|"80365384"|"21895085"
"Gravelly"|"80365393"|"21895602"
"Gravelly"|"80365407"|"21895393"
"Very channery"|"80365425"|"21895422"
"Channery"|"80365443"|"21895718"
"Very channery"|"80365486"|"21895406"
"Gravelly"|"80365541"|"21895134"
"Channery"|"80365584"|"21895211"
"Channery"|"80365625"|"21895576"
"Channery"|"80365668"|"21894947"
"Channery"|"80365736"|"21895213"
"Channery"|"80365766"|"21895558"
"Very channery"|"80365768"|"21895568"
"Very flaggy"|"80365775"|"21895578"
"Channery"|"80365834"|"21895106"
"Very channery"|"80365868"|"21895161"
"Channery"|"80365886"|"21895196"
"Very flaggy"|"80365920"|"21895548"
"Very gravelly"|"80365961"|"21894934"
"Gravelly"|"80365975"|"21894949"
"Gravelly"|"80366000"|"21895110"
"Gravelly"|"80366002"|"21895112"
"Channery"|"80366018"|"21895168"
"Very gravelly"|"80366043"|"21895230"
"Gravelly"|"80366052"|"21895658"
"Very gravelly"|"80366118"|"21894929"
"Very gravelly"|"80366120"|"21894936"
"Extremely gravelly"|"80366136"|"21894960"
"Very gravelly"|"80366152"|"21894978"
"Channery"|"80366159"|"21894988"
"Gravelly"|"80366218"|"21895069"
"Very gravelly"|"80366220"|"21895071"
